24/10/2024;Governador do RJ diz que traficantes atiraram contra pessoas nas ruas;não;Notícia sobre ação policial e violência urbana comum, não instabilidade política institucional.
24/10/2024;STF autoriza funcionamento de lixões até fim do prazo de licenciamento;não;Decisão judicial sobre política ambiental, sem caráter de instabilidade política.
24/10/2024;Governo autoriza contratação de moradias em oito estados;não;Decisão administrativa de política habitacional, sem instabilidade política.
24/10/2024;Ao lado de Campos Neto, Haddad defende fortalecimento de marco fiscal;não;Alinhamento entre autoridades econômicas sobre política fiscal, sem conflito.
24/10/2024;Polícia paulista aponta envolvimento de 4 pessoas em ataque a prefeito;sim;Ataque violento contra agente público eleito configura violência política.
24/10/2024;Haddad: inflação deve ficar dentro da meta, mesmo com repique;não;Notícia sobre política econômica e inflação, sem instabilidade política.
24/10/2024;EBC: edital para produção audiovisual prevê regionalização e inclusão;não;Decisão administrativa de veículo público de comunicação, sem instabilidade.
24/10/2024;Cármen Lúcia convida eleitores a votarem no segundo turno;não;Convite para participação eleitoral normal, sem instabilidade política.
24/10/2024;Ex-pugilista Maguila morre aos 66 anos de idade;não;Falecimento de personalidade, sem relação com instabilidade política.
24/10/2024;Sem margem equatorial, Brasil pode ter que importar petróleo em 2034;não;Questão energética e econômica, sem componente de instabilidade política.
24/10/2024;Inscrições no Enem para pessoas privadas de liberdade terminam amanhã;não;Política educacional para população carcerária, sem instabilidade política.
24/10/2024;Azeite de oliva: 29 marcas já tiveram a venda proibida neste ano;não;Regulação sanitária e comercial de produtos, sem instabilidade política.
24/10/2024;Enem 2024: 60% das inscrições são de mulheres;não;Estatística educacional, sem relação com instabilidade política.
24/10/2024;Copa do Brasil: Atlético-MG decidirá título em casa contra o Flamengo;não;Notícia esportiva, sem relação com instabilidade política.
24/10/2024;Petrobras utiliza nova rota ferroviária para abastecer o Centro-Oeste;não;Decisão logística e operacional de empresa estatal, sem instabilidade.
24/10/2024;PF prende em Niterói dois homens em ação contra crimes eleitorais;não;Operação policial contra crimes eleitorais é ação de combate à criminalidade.
24/10/2024;Planetário de Brasília tem exposição sobre nanossatélite feito na UnB;não;Evento cultural e educacional, sem relação com instabilidade política.
24/10/2024;Tribunal do Rio fará audiência de custódia de 20 torcedores do Penãrol;não;Procedimento judicial de garantia de direitos, sem instabilidade política.
24/10/2024;Lewandowski assina portarias de demarcação de territórios Guarani;não;Ato administrativo de demarcação de terras indígenas, sem instabilidade.
24/10/2024;Sobe para três número de mortos após ação policial no Rio;não;Resultado de operação policial contra o crime, sem instabilidade política.
24/10/2024;Brics vai convidar Cuba, Bolívia, Turquia, Nigéria e mais nove países;não;Decisão diplomática de expansão de bloco internacional, sem instabilidade.
24/10/2024;Veículos da EBC terão cobertura especial das eleições neste domingo;não;Cobertura jornalística programada de eleições, sem instabilidade política.
24/10/2024;Produção de petróleo da União ultrapassa 89 mil barris por dia;não;Notícia sobre produção energética, sem relação com instabilidade política.
24/10/2024;Putin oferece ao Brasil novo mandato no banco dos Brics com Dilma;não;Negociação diplomática internacional, sem instabilidade política interna.
24/10/2024;Polícia espanhola detém 4 pessoas por campanha de ódio contra Vini Jr;não;Ação policial contra racismo no exterior, sem instabilidade política no Brasil.
24/10/2024;"""Não mato nem uma formiga"", diz Rivaldo Barbosa ao STF";não;Depoimento em processo judicial de assassinato, sem instabilidade política.
24/10/2024;Regiões Norte e Nordeste lideram consumo de macarrão no país;não;Notícia sobre consumo alimentar, sem relação com instabilidade política.
24/10/2024;Evento em São Paulo faz intercâmbio comercial entre Brasil e África;não;Evento comercial e diplomático, sem instabilidade política.
24/10/2024;Cúpula ampliada do Brics pede maior protagonismo do Sul Global;não;Posicionamento diplomático em fórum multilateral, sem instabilidade interna.
24/10/2024;Ação policial no Rio termina com pelo menos dois mortos;não;Resultado de operação policial contra o crime, sem instabilidade política.
24/10/2024;Intenção de Consumo das Famílias tem quarta queda consecutiva;não;Indicador econômico de consumo, sem relação com instabilidade política.
24/10/2024;Real Madrid e Barcelona preparados para Superclássico no sábado;não;Notícia esportiva, sem relação com instabilidade política.
24/10/2024;Reino Unido proibirá vapes descartáveis a partir de junho;não;Regulação sanitária no exterior, sem instabilidade política brasileira.
24/10/2024;Morre em Brasília cineasta Vladimir Carvalho;não;Falecimento de cineasta, sem relação com instabilidade política.
24/10/2024;Ministro quer parte da taxação de grandes fortunas para a defesa civil;não;Proposta de política fiscal e orçamentária, sem instabilidade política.
24/10/2024;População pode opinar sobre plano de adaptação às mudanças climáticas;não;Consulta pública sobre política ambiental, sem instabilidade política.
24/10/2024;"Brasil critica omissão de países com ""atrocidade"" em Gaza";não;Posicionamento diplomático sobre conflito internacional, sem instabilidade interna.
24/10/2024;Confrontos armados na zona norte do Rio deixam morto e cinco feridos;não;Violência urbana e conflitos com o crime organizado, sem instabilidade política.
24/10/2024;Prevenção de dengue deve ir além de mensagens sobre hábitos e cuidados;não;Política de saúde pública, sem relação com instabilidade política.
24/10/2024;PF investiga desembargadores por suspeita de venda de decisões em MS;sim;Investigação de corrupção no Judiciário configura crise institucional.
24/10/2024;Cinco pessoas morreram na queda de aeronave no interior de SP;não;Acidente aéreo, sem relação com instabilidade política.
24/10/2024;Cinzas de queimadas e lama do RS formam mural em São Paulo;não;Notícia ambiental e cultural, sem instabilidade política.
24/10/2024;Mangue conservado transforma pescadores em guias de turismo;não;Iniciativa de turismo sustentável, sem instabilidade política.
24/10/2024;Manguezais têm potencial de gerar R$ 49 bilhões em crédito de carbono;não;Iniciativa de turismo sustentável, sem instabilidade política.
24/10/2024;"Ataque de Israel mata soldados libaneses; França quer apoio ao Líbano";não;Conflito internacional no Oriente Médio, sem instabilidade política brasileira.
24/10/2024;Prévia da inflação oficial fica em 0,54% em outubro;não;Indicador econômico, sem relação com instabilidade política.
24/10/2024;"Aeronave cai no interior de SP; não há confirmação de vítimas";não;Acidente aéreo, sem relação com instabilidade política.
24/10/2024;Enem 2024: número de inscritos supera em 10% total de 2023;não;Estatística educacional, sem relação com instabilidade política.
24/10/2024;G20 aprova plano de reforma de bancos de desenvolvimento;não;Decisão em fórum internacional sobre finanças, sem instabilidade interna.
24/10/2024;Com fundo da Ancine, EBC lança edital para produção de conteúdo;não;Iniciativa de produção cultural via empresa pública, sem instabilidade.
24/10/2024;Receita abre consulta a lote da malha fina do Imposto de Renda;não;Procedimento administrativo tributário, sem instabilidade política.
24/10/2024;Mega-Sena sorteia nesta quinta-feira prêmio acumulado em R$ 55 milhões;não;Notícia de loteria, sem relação com instabilidade política.
24/10/2024;Buscando a liderança, Sport recebe lanterna Guarani na Ilha do Retiro;não;Notícia esportiva, sem relação com instabilidade política.
24/10/2024;Caixa paga Bolsa Família a beneficiários com NIS de final 5;não;Pagamento regular de transferência social, sem instabilidade política.
24/10/2024;Capitais do agronegócio no Centro-Oeste acumulam problemas sociais;não;Notícia sobre desafios sociais em cidades, sem instabilidade política.
24/10/2024;Quase 200 crianças e adolescentes são agredidos por dia no Brasil;não;Notícia sobre violência doméstica e proteção à infância, sem instabilidade política.
24/10/2024;Botafogo goleia Peñarol por 5 a 0 e coloca pé na final da Libertadores;não;Notícia esportiva, sem relação com instabilidade política.
24/10/2024;Operário-PR complica América-MG e ainda sonha com acesso na Série B;não;Notícia esportiva, sem relação com instabilidade política.
24/10/2024;“Rei”, “futebol” e “craque”, as palavras que resumem o legado de Pelé;não;Homenagem a figura histórica do futebol, sem instabilidade política.
24/10/2024;Brasil deve ter imposto para produtos nocivos à saúde, defende Bird;não;Proposta de política fiscal sanitária, sem instabilidade política.
24/10/2024;Fux suspende restrições para exploração de loterias por estados;não;Decisão judicial sobre competência tributária, sem instabilidade política.
25/10/2024;G20: governo e empresários se alinham sobre reforma da OMC;não;Posicionamento diplomático e econômico em fórum internacional.
25/10/2024;Medida Provisória mantém isenção a medicamentos importados;não;Decisão legislativa sobre política de saúde, sem instabilidade.
25/10/2024;Amistoso Brasil x Colômbia neste sábado abre preparação para Copa 2027;não;Notícia esportiva sobre jogo amistoso, sem instabilidade política.
25/10/2024;Ex-assessor de Brazão nega ter dado arma para assassinato de Marielle;não;Depoimento em julgamento de caso policial, sem instabilidade política atual.
25/10/2024;Estudo aponta falhas em tratamento tradicional contra drogas;não;Não se enquadra em critérios de instabilidade política.
25/10/2024;Polícia prende no Rio armazenador de pornografia infantil;não;Operação policial contra crime, sem instabilidade política.
25/10/2024;Dólar ultrapassa R$ 5,70 e fecha no maior valor em quase três meses;não;Indicador econômico e cambial, sem instabilidade política.
25/10/2024;Mendonça decide que Deolane não é obrigada a depor na CPI das Apostas;não;Decisão judicial sobre direito de depor em CPI, sem instabilidade política.
25/10/2024;Enem 2024: Ubes pede passe-livre a estudantes nos dois dias de provas;não;Reivindicação de entidade estudantil, sem instabilidade política.
25/10/2024;Aneel reduz para amarela bandeira tarifária de energia em novembro;não;Decisão regulatória sobre tarifas de energia, sem instabilidade.
25/10/2024;Família de Maguila doa cérebro de ex-pugilista para estudo;não;Decisão familiar para doação científica, sem instabilidade política.
25/10/2024;Rivaldo Barbosa diz que se sente humilhado por usar algemas nos pés;não;Depoimento em processo judicial de assassinato, sem instabilidade política.
25/10/2024;Fãs, familiares e amigos se despedem de Maguila em velório na Alesp;não;Homenagem póstuma, sem relação com instabilidade política.
25/10/2024;Com ampliação, Brics ganha peso na política global e une diferentes;não;Análise sobre reconfiguração geopolítica internacional, sem instabilidade interna.
25/10/2024;Santos Dumont vai operar sem restrições durante o G20, diz FAB;não;Informação logística sobre operação aeroportuária em evento diplomático.
25/10/2024;Eleitores de SP terão transporte metropolitano gratuito no 2º turno;não;Medida administrativa para facilitar participação eleitoral, sem instabilidade.
25/10/2024;Seleção vai se preparar em Belém para próximos jogos das Eliminatórias;não;Notícia esportiva sobre preparação da seleção, sem instabilidade política.
25/10/2024;Povo Pataxó denuncia violência e cerco a terras na Bahia;sim;Denúncia de violência contra comunidade indígena e disputa de territórios.
25/10/2024;Estado de São Paulo terá segundo turno em 18 cidades;não;Informação eleitoral sobre calendário de votação, sem instabilidade política.
25/10/2024;"Chuva causou três mortes em SP; bombeiros procuram dois desaparecidos";não;Desastre natural com vítimas fatais, sem instabilidade política.
25/10/2024;Israel propõe nova trégua que prevê cessar-fogo permanente em Gaza;não;Posicionamento diplomático sobre conflito internacional, sem instabilidade interna.
25/10/2024;Lula faz exames em Brasília e apresenta quadro estável;não;Informação sobre saúde do presidente, sem crise ou instabilidade política.
25/10/2024;Tragédia de Mariana: governo e mineradoras assinam acordo de R$ 132 bi;não;Acordo sobre reparação de desastre ambiental, sem instabilidade política.
25/10/2024;Segurança pública é desafio comum às capitais do Nordeste com 2° turno;não;Discussão sobre segurança pública nas eleições, sem instabilidade política.
25/10/2024;"Venezuela acusa Brasil de barrar sua entrada no Brics: ""agressão""";sim;Crise diplomática com acusações mútuas entre Brasil e Venezuela sobre Brics.
25/10/2024;Fiocruz aponta sinais de queda em alta recente da covid-19 no país;não;Notícia sobre epidemiologia e saúde pública, sem instabilidade política.
25/10/2024;Morre Zé Carlos, ex-lateral do São Paulo e da Seleção Brasileira;não;Falecimento de ex-jogador, sem relação com instabilidade política.
25/10/2024;Credencial de estacionamento para idoso e PCD ganha versão digital;não;Medida administrativa de acessibilidade, sem instabilidade política.
25/10/2024;Eficiência de operações policiais no Rio é de apenas 1,4%, diz estudo;não;Estudo sobre eficiência policial, sem instabilidade política.
25/10/2024;Temporais causam estragos no Sul do país e deixam milhares sem energia;não;Desastre natural com impacto em infraestrutura, sem instabilidade política.
25/10/2024;Tribunal Superior Eleitoral fará mais um teste na urna eletrônica;não;Teste técnico de sistema eleitoral, sem instabilidade política.
25/10/2024;Acnur denuncia ataques na fronteira Líbano-Síria, rota de refugiados;não;Denúncia de violência no exterior por organização internacional.
25/10/2024;Eleitor surdo ou com deficiência auditiva terá Central de Libras em SP;não;Medida de acessibilidade eleitoral, sem instabilidade política.
25/10/2024;Provas de Proficiência em Língua Portuguesa terminam hoje;não;Evento educacional e acadêmico, sem instabilidade política.
25/10/2024;Ataques israelenses matam 163 socorristas no Líbano em um ano;não;Conflito internacional no Oriente Médio, sem instabilidade política brasileira.
25/10/2024;Planeta pode aquecer 3,1ºC a 3,6ºC com emissões de gases;não;Notícia sobre mudança climática global, sem instabilidade política.
25/10/2024;Morte do jornalista Vladimir Herzog completa hoje 49 anos;não;Comemoração de memória histórica, sem instabilidade política atual.
25/10/2024;Tempestade tropical Trami mata 46 nas Filipinas;não;Desastre natural no exterior, sem relação com instabilidade política brasileira.
25/10/2024;Horário eleitoral gratuito termina nesta sexta-feira;não;Informação sobre calendário eleitoral normal, sem instabilidade política.
25/10/2024;Total de mulheres responsáveis por domicílios cresce, revela Censo;não;Dados demográficos do Censo, sem relação com instabilidade política.
25/10/2024;Brasil teve 1,3 milhão de óbitos de agosto de 2021 a julho de 2022;não;Dados estatísticos do Censo sobre mortalidade, sem instabilidade política.
25/10/2024;Voo da Operação Raízes do Cedro aterrissou hoje com 239 pessoas em SP;não;Operação de resgate de nacionais em conflito no exterior.
25/10/2024;Ataque israelense mata três jornalistas no sul do Líbano;não;Conflito internacional no Oriente Médio, sem instabilidade política brasileira.
25/10/2024;Três pessoas morrem por queda de muro, após fortes ventos no rio;não;Acidente causado por intempéries, sem instabilidade política.
25/10/2024;Cineastas, ex-alunos e amigos celebram legado de Vladimir Carvalho;não;Homenagem a cineasta, sem relação com instabilidade política.
25/10/2024;Goiás e Amazonas jogam pela Série B com transmissão da TV Brasil;não;Notícia esportiva, sem relação com instabilidade política.
25/10/2024;Caixa paga Bolsa Família a beneficiários com NIS de final 6;não;Pagamento regular de transferência social, sem instabilidade política.
25/10/2024;Sport goleia Guarani e continua vivo na luta pelo título da Série B;não;Notícia esportiva, sem relação com instabilidade política.
25/10/2024;B20 discute regulação da IA e empresas de tecnologia pedem diálogo;não;Discussão em fórum internacional sobre tecnologia, sem instabilidade interna.
25/10/2024;Temporal em SP derruba árvores e deixa moradores sem luz;não;Desastre natural, sem relação com instabilidade política.
25/10/2024;Supremo assume conciliação de acordo sobre desastre em Mariana;não;Acordo sobre reparação de desastre ambiental, sem instabilidade política.
25/10/2024;Aneel e concessionárias de energia de SP adotam ações para 2º turno;não;Medida administrativa para garantir energia nas eleições, sem instabilidade.
25/10/2024;"STF marca para 9 de dezembro audiência pública sobre ""uberização""";não;Audiência pública sobre regulação de trabalho, sem instabilidade política.
25/10/2024;Mega-Sena acumula e prêmio está estimado em R$ 85 milhões;não;Notícia de loteria, sem relação com instabilidade política.
25/10/2024;Mario Moreira é reeleito e ficará na presidência da Fiocruz até 2028;não;Reeleição de diretor de instituição científica, sem instabilidade política.
26/10/2024;Voto é poderoso instrumento de transformação social, diz Cármen Lúcia;não;Discurso sobre cidadania e voto, sem instabilidade política.
26/10/2024;Netanyahu: Israel escolheu alvos no Irã com base no interesse nacional;não;Declaração sobre conflito internacional, sem instabilidade política brasileira.
26/10/2024;Acidente com ônibus mata 19 pessoas no México;não;Acidente de trânsito no exterior, sem relação com instabilidade política.
26/10/2024;Segundo turno tem reforço de segurança no estado do Rio;não;Medida de segurança para eleições, sem instabilidade política.
26/10/2024;Companhias aéreas cancelam voos após ataques contra o Irã;não;Impacto de conflito internacional no setor de aviação.
26/10/2024;Mulheres ocupam 28% dos cargos de secretariado no país;não;Dados sobre mercado de trabalho, sem relação com instabilidade política.
26/10/2024;Governo brasileiro diz ver com preocupação ataque de Israel ao Irã;não;Posicionamento diplomático sobre conflito internacional, sem instabilidade interna.
26/10/2024;UFRJ terá Centro Brasil-Brics de Inovação para Neoindustrialização;não;Criação de centro acadêmico, sem relação com instabilidade política.
26/10/2024;Caso Marielle: julgamento de Lessa e Élcio será na próxima quarta;não;Depoimento em julgamento de caso policial, sem instabilidade política atual.
26/10/2024;Técnicos medalhistas em Paris têm premiação divulgada pelo CPB;não;Notícia não descreve instabilidade política
26/10/2024;Eleições 2024: TSE verifica sistemas para segundo turno;não;Notícia não descreve instabilidade política
26/10/2024;Qualificar ensino fundamental é desafio para o próximo prefeito de BH;não;Notícia não descreve instabilidade política
